Unnamed: 0,CID,OdorName,CAS,CanonicalSMILES,MolecularWeight,Odor dilution,EDIBLE,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL,HOW STRONG IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW FAMILIAR IS THE SMELL?
396,5364729,Allyl tiglate,7493-71-2,CC=C(C)C(=O)OCC=C,140.18,"1/1,000",34.35294117647059,37.6,33.31818181818182,34.44444444444444,12.0,21.25,17.181818181818183,37.54545454545455,46.41176470588236,7.125,27.3,17.5,16.7,26.285714285714285,16.166666666666668,12.75,15.666666666666666,22.428571428571427,39.625,25.33333333333333,71.85454545454546,41.07272727272727,49.58181818181818
396,5364729,Allyl tiglate,7493-71-2,CC=C(C)C(=O)OCC=C,140.18,"1/100,000",28.0,24.0,34.833333333333336,22.08333333333333,34.75,16.5,17.153846153846153,30.7,38.11111111111112,23.444444444444443,31.3,28.2,23.46153846153846,12.833333333333334,11.0,15.285714285714286,14.333333333333334,37.16666666666666,23.6,36.294117647058826,47.98039215686274,44.294117647058826,46.11764705882353
397,177,acetaldehyde,75-07-0,CC=O,44.05,"1/1,000",29.0,27.714285714285715,29.764705882352946,3.25,,24.0,20.0,27.83333333333333,37.1,9.4,21.75,18.714285714285715,21.428571428571427,24.25,28.8,31.0,20.0,32.0,41.5,25.625,40.45238095238095,45.0,37.40476190476191
397,177,acetaldehyde,75-07-0,CC=O,44.05,"1/100,000",62.0,28.8,37.63636363636363,21.6,12.5,15.666666666666666,3.25,15.714285714285714,36.833333333333336,13.666666666666666,15.25,10.0,25.375,9.25,5.0,24.5,3.0,19.0,29.2,36.0,21.8125,53.96875,41.40625
398,1068,methyl sulfide,75-18-3,CSC,62.14,"1/1,000",37.6,36.66666666666666,26.9,6.666666666666667,27.90909090909091,17.142857142857142,29.76923076923077,29.571428571428573,33.93333333333333,6.0,21.0,15.0,20.09090909090909,31.2,20.714285714285715,28.0,16.4,25.5,19.666666666666668,23.454545454545453,56.38,33.56,43.68
398,1068,methyl sulfide,75-18-3,CSC,62.14,"1/100,000",42.083333333333336,33.857142857142854,36.25,41.333333333333336,11.166666666666666,38.7,35.46153846153846,23.22222222222222,37.53846153846154,19.857142857142858,24.0,28.9,18.466666666666665,21.0,21.0,34.92857142857143,9.333333333333334,2.5,14.333333333333334,37.42857142857143,58.765957446808514,33.40425531914894,47.297872340425535
399,7793,(-)-citronellol,7540-51-4,CC(CCC=C(C)C)CCO,156.26,"1/1,000",49.0,5.0,36.0,42.8,7.0,1.0,22.2,21.0,30.6,31.285714285714285,23.785714285714285,27.25,18.0,16.2,15.2,22.428571428571427,28.25,37.6,25.57894736842105,31.0,71.5,53.51851851851852,57.888888888888886
399,7793,(-)-citronellol,7540-51-4,CC(CCC=C(C)C)CCO,156.26,"1/100,000",25.666666666666668,6.0,16.875,28.928571428571427,7.0,3.0,37.142857142857146,23.285714285714285,24.0,4.333333333333333,14.285714285714286,7.333333333333333,11.4,13.75,13.166666666666666,16.6,4.666666666666667,6.0,20.375,21.90909090909091,41.595238095238095,61.26190476190476,49.61904761904762
400,5366244,Phytol,7541-49-3,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,296.5,"1/1,000",52.5,12.0,39.66666666666666,,,76.0,15.5,47.0,31.2,14.0,51.0,23.0,33.0,,35.333333333333336,9.666666666666666,10.5,32.5,12.0,7.6,19.8125,44.25,25.375
400,5366244,Phytol,7541-49-3,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,296.5,1/10,30.0,35.0,27.33333333333333,5.0,9.0,16.714285714285715,25.1,19.0,31.42105263157895,37.92857142857143,33.82608695652174,29.166666666666668,32.61538461538461,31.09090909090909,19.666666666666668,27.142857142857142,20.0,33.75,3.0,28.63636363636364,68.75925925925925,28.074074074074076,47.129629629629626
401,6374,Iodoform,75-47-8,C(I)(I)I,393.732,"1/1,000",29.0,29.0,30.375,14.75,30.25,21.33333333333333,20.33333333333333,35.1,38.23076923076923,27.11111111111111,35.42857142857143,40.0,34.625,24.33333333333333,28.25,11.666666666666666,12.8,22.666666666666668,30.0,38.885714285714286,68.41509433962264,36.37735849056604,51.16981132075472
401,6374,Iodoform,75-47-8,C(I)(I)I,393.732,1/10,27.5,3.0,12.0,16.666666666666668,37.0,14.25,21.625,14.555555555555555,31.846153846153847,21.375,21.40909090909091,29.22222222222222,28.8,16.555555555555557,25.705882352941178,19.857142857142858,25.2,1.0,22.0,36.71428571428572,84.41818181818182,30.654545454545456,52.63636363636363
402,807,Iodine,7553-56-2,II,253.8089,"1/1,000",21.0,14.0,31.25,15.0,22.5,44.5,20.6,32.0,33.2,16.666666666666668,25.0,39.6,38.2,26.666666666666668,33.0,41.66666666666666,24.5,39.66666666666666,45.6,49.875,32.416666666666664,51.583333333333336,41.0
402,807,Iodine,7553-56-2,II,253.8089,1/10,1.0,1.0,1.0,1.0,14.8,34.4,28.142857142857142,20.08333333333333,29.789473684210527,24.6,30.4,18.33333333333333,24.384615384615383,18.375,31.764705882352946,38.42105263157895,7.0,5.0,1.0,32.607142857142854,77.65384615384616,13.673076923076923,48.42307692307692
403,24203,Sodium phosphate dibasic,7558-79-4,OP(=O)([O-])[O-].[Na+].[Na+],141.959,"1/1,000",41.66666666666666,21.5,26.46153846153846,22.0,,35.5,37.5,26.0,29.8,19.8,7.0,14.6,24.428571428571427,27.6,11.0,15.25,33.333333333333336,4.5,16.0,16.666666666666668,24.125,46.16666666666666,31.5
403,24203,Sodium phosphate dibasic,7558-79-4,OP(=O)([O-])[O-].[Na+].[Na+],141.959,1/10,20.444444444444443,11.125,31.13636363636364,17.3,1.0,23.666666666666668,15.25,12.0,14.166666666666666,19.0,1.0,33.285714285714285,11.2,1.0,1.0,20.0,4.5,5.666666666666667,15.333333333333334,28.2,27.214285714285715,63.35714285714285,40.46428571428572
404,6386,tert-butanol,75-65-0,CC(C)(C)O,74.12,"1/1,000",24.142857142857142,1.0,18.916666666666668,46.5,34.5,15.0,23.0,35.0,25.166666666666668,25.8,16.0,37.0,29.375,10.0,5.0,,53.0,45.66666666666666,27.5,19.8,24.83333333333333,58.833333333333336,34.666666666666664
404,6386,tert-butanol,75-65-0,CC(C)(C)O,74.12,1/10,1.0,,20.7,19.2,,,31.666666666666668,20.90909090909091,41.0,32.8,34.8125,33.2,26.0,12.5,31.642857142857142,34.714285714285715,35.666666666666664,24.166666666666668,38.0,48.25,56.0,44.89795918367347,47.46938775510204
405,2537,Camphor,76-22-2,CC1(C2CCC1(C(=O)C2)C)C,152.23,"1/1,000",43.16666666666666,20.33333333333333,27.857142857142858,12.666666666666666,24.0,27.33333333333333,14.727272727272728,18.76923076923077,7.8,12.285714285714286,25.88235294117647,38.8,17.285714285714285,25.83333333333333,33.92307692307692,26.0,26.625,28.11111111111111,27.571428571428573,47.407407407407405,57.35416666666666,49.47916666666666,54.4375
405,2537,Camphor,76-22-2,CC1(C2CCC1(C(=O)C2)C)C,152.23,"1/100,000",26.0,22.0,24.75,23.0,5.0,25.0,18.0,7.0,13.333333333333334,27.5,5.5,14.8,29.25,8.0,3.5,34.5,31.0,54.0,19.0,30.0,17.304347826086957,53.08695652173913,31.347826086956523
406,6448,Bornyl acetate,76-49-3,CC(=O)OC1CC2CCC1(C2(C)C)C,196.29,"1/1,000",22.5,12.0,19.272727272727277,19.0,6.5,27.0,36.4,33.3,21.625,19.25,23.3,28.857142857142858,23.8,8.75,32.81818181818182,31.25,32.25,10.833333333333334,40.57142857142857,33.76190476190476,36.09090909090909,45.18181818181818,44.20454545454545
406,6448,Bornyl acetate,76-49-3,CC(=O)OC1CC2CCC1(C2(C)C)C,196.29,"1/100,000",11.75,34.25,25.384615384615383,10.75,1.0,31.5,35.42857142857143,19.714285714285715,14.428571428571429,15.5,34.0,22.1,27.0,15.857142857142858,16.25,14.0,18.166666666666668,26.4,40.333333333333336,39.5,29.923076923076923,45.69230769230769,28.871794871794872
407,61209,Methylcyclopentenolone,765-70-8,CC1CCC(=O)C1=O,112.13,"1/1,000",29.5,26.8,40.77777777777778,27.0,13.333333333333334,26.4,27.466666666666665,33.5,46.583333333333336,29.789473684210527,29.692307692307693,27.066666666666663,39.285714285714285,21.142857142857142,8.818181818181818,57.5,31.875,5.0,21.5,20.357142857142858,72.03703703703704,44.61111111111112,52.48148148148148
407,61209,Methylcyclopentenolone,765-70-8,CC1CCC(=O)C1=O,112.13,1/10,27.428571428571427,41.54545454545455,24.1,12.5,52.0,18.25,26.1,15.333333333333334,35.0,31.35135135135135,24.33333333333333,24.529411764705884,18.75,26.2,10.75,14.4,39.833333333333336,7.0,12.333333333333334,23.166666666666668,84.7090909090909,35.78181818181818,63.03636363636364
408,962,Water,7732-18-5,O,18.015,"1/1,000",54.66666666666666,4.0,24.166666666666668,11.0,32.333333333333336,49.0,31.25,24.5,27.2,21.0,51.0,23.0,30.857142857142858,39.66666666666666,53.0,30.5,27.25,31.0,93.5,25.625,30.26923076923077,49.07692307692308,37.0
408,962,Water,7732-18-5,O,18.015,1/10,61.0,65.0,16.0,34.666666666666664,14.0,13.333333333333334,18.25,21.666666666666668,5.0,25.0,1.0,16.2,19.8,9.5,33.5,7.0,25.5,16.555555555555557,20.875,21.75,27.655172413793103,54.37931034482759,38.6551724137931
409,24473,D-Dihydrocarvone,7764-50-3,CC1CCC(CC1=O)C(=C)C,152.23,"1/1,000",10.666666666666666,6.0,26.944444444444443,16.5,16.0,25.25,29.666666666666668,17.0,20.0,23.83333333333333,29.7,26.5,22.53846153846154,19.33333333333333,33.625,7.0,33.625,18.571428571428573,35.111111111111114,35.1578947368421,45.91666666666666,50.16666666666666,47.16666666666666
409,24473,D-Dihydrocarvone,7764-50-3,CC1CCC(CC1=O)C(=C)C,152.23,1/10,26.125,13.75,36.1764705882353,45.6,1.0,36.0,28.571428571428573,36.69230769230769,26.33333333333333,10.2,38.785714285714285,31.77777777777778,28.83333333333333,18.0,39.86666666666667,19.714285714285715,21.75,45.285714285714285,39.75,39.0625,81.9090909090909,39.50909090909091,52.49090909090909
410,24513,Decanal dimethyl acetal,7779-41-1,CCCCCCCCCC(OC)OC,202.33,"1/1,000",37.5,1.0,24.363636363636363,19.5,,21.666666666666668,34.2,26.25,22.4,12.6,11.0,16.8,25.142857142857142,25.25,,26.666666666666668,30.4,33.5,14.5,8.8,29.714285714285715,53.6,41.2
410,24513,Decanal dimethyl acetal,7779-41-1,CCCCCCCCCC(OC)OC,202.33,1/10,20.09090909090909,24.33333333333333,28.23076923076923,35.35,1.0,11.666666666666666,20.444444444444443,44.0,40.2,24.0,26.4,19.5,20.428571428571427,1.0,19.375,31.6,22.375,20.75,42.21428571428572,25.615384615384617,70.71153846153847,50.17307692307692,47.59615384615385
411,6753,omega-6-Hexadecenlactone,7779-50-2,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],268.27,"1/1,000",17.0,35.25,35.1,19.5,,48.0,9.0,26.666666666666668,27.2,10.333333333333334,44.0,11.0,26.77777777777778,4.5,,7.0,14.333333333333334,9.0,12.571428571428571,30.666666666666668,31.615384615384617,57.73076923076923,40.46153846153846
411,6753,omega-6-Hexadecenlactone,7779-50-2,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],268.27,"1/100,000",28.25,8.0,19.22222222222222,,,26.0,8.25,,45.333333333333336,,25.0,11.25,34.714285714285715,25.666666666666668,28.0,5.0,19.0,17.0,2.0,31.666666666666668,17.9,48.35,36.65
412,5273467,Isoamyl cinnamate,7779-65-9,CC(C)CCOC(=O)C=CC1=CC=CC=C1,218.29,"1/1,000",,13.0,10.25,15.5,2.0,35.0,11.0,29.0,26.0,37.75,39.0,15.666666666666666,20.416666666666668,31.125,5.5,26.33333333333333,27.0,5.0,33.0,17.75,18.892857142857142,38.785714285714285,25.25
412,5273467,Isoamyl cinnamate,7779-65-9,CC(C)CCOC(=O)C=CC1=CC=CC=C1,218.29,"1/100,000",46.6,25.2,45.91666666666666,48.25,38.0,11.0,9.0,26.0,21.0,11.666666666666666,25.5,12.2,9.666666666666666,12.666666666666666,6.0,2.0,8.5,1.0,24.33333333333333,39.75,22.5,56.65384615384615,40.69230769230769
413,6501,Ethyl 3-methyl-3-phenylglycidate,77-83-8,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,206.24,"1/10,000,000",46.5,,18.0,53.0,,42.0,21.5,5.5,38.5,30.0,35.0,20.6,14.0,,15.0,4.0,2.5,92.0,44.333333333333336,6.0,13.333333333333334,53.4,28.4
413,6501,Ethyl 3-methyl-3-phenylglycidate,77-83-8,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,206.24,"1/100,000",39.5,29.33333333333333,31.75,44.0,83.0,6.5,42.25,26.4,23.5,13.0,4.5,47.5,29.0,32.666666666666664,52.66666666666666,17.0,19.0,54.0,30.125,44.125,48.24324324324324,59.94594594594594,48.0
414,82227,alpha-pinene,7785-70-8,CC1=CCC2CC1C2(C)C,136.23,"1/1,000",29.142857142857142,22.0,20.916666666666668,26.5,14.0,21.0,30.07692307692308,22.9,28.25,19.33333333333333,25.33333333333333,30.625,10.555555555555555,17.6,26.714285714285715,5.5,27.375,19.666666666666668,30.142857142857142,35.7037037037037,61.44,45.62,46.56
414,82227,alpha-pinene,7785-70-8,CC1=CCC2CC1C2(C)C,136.23,"1/100,000",24.4,12.0,24.2,24.75,1.0,11.0,38.6,15.833333333333334,20.0,13.25,26.11111111111111,32.6,35.57142857142857,1.0,33.5,2.0,33.285714285714285,25.0,49.333333333333336,23.153846153846157,27.939393939393938,54.42424242424242,41.36363636363637
415,228769,Octyl isovalerate,7786-58-5,CCCCCCCCOC(=O)CC(C)C,214.34,"1/1,000",7.5,21.0,15.6,24.0,14.6,27.0,13.0,25.666666666666668,36.5,18.666666666666668,10.5,12.0,28.33333333333333,19.8,20.166666666666668,25.33333333333333,33.4,24.33333333333333,15.75,24.0,28.870967741935484,39.354838709677416,35.12903225806452
415,228769,Octyl isovalerate,7786-58-5,CCCCCCCCOC(=O)CC(C)C,214.34,"1/100,000",20.666666666666668,16.75,25.166666666666668,14.666666666666666,33.0,18.33333333333333,10.4,15.75,17.0,7.333333333333333,8.5,9.6,25.25,17.666666666666668,25.0,7.333333333333333,20.8,32.4,25.33333333333333,18.545454545454547,23.357142857142858,54.07142857142857,38.32142857142857
416,14525,l-fenchone,7787-20-4,CC1(C2CCC(C2)(C1=O)C)C,152.23,"1/1,000",12.875,2.5,21.1875,25.4,16.0,14.0,31.727272727272727,24.705882352941178,22.875,27.77777777777778,19.63636363636364,24.5,37.5,23.5,24.90909090909091,20.4,20.53846153846154,16.714285714285715,24.88888888888889,40.57575757575758,64.53846153846153,44.59615384615385,58.34615384615385
416,14525,l-fenchone,7787-20-4,CC1(C2CCC(C2)(C1=O)C)C,152.23,"1/100,000",75.0,40.5,26.8,1.0,,49.0,14.25,1.0,23.33333333333333,1.0,1.0,26.75,28.6,42.66666666666666,28.0,1.0,,,54.0,36.66666666666666,9.45,49.3,33.1
417,6505,Tributyl-2-Acetylcitrate,77-90-7,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,402.5,"1/1,000",23.0,23.0,17.0,33.0,11.0,,15.0,,35.0,3.0,1.0,25.0,31.33333333333333,4.0,1.0,,,,1.0,2.0,6.933333333333334,51.53333333333333,37.66666666666666
417,6505,Tributyl-2-Acetylcitrate,77-90-7,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,402.5,1/10,25.0,38.4,31.0,1.0,42.5,37.4,20.5,25.142857142857142,24.454545454545453,23.83333333333333,24.33333333333333,27.666666666666668,28.9,19.77777777777778,14.75,16.333333333333332,42.75,12.0,3.0,28.181818181818183,41.36363636363637,43.21212121212121,35.878787878787875
418,311,Citric acid,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.12,"1/1,000",35.5,17.0,28.6,1.0,14.0,21.0,29.0,27.0,40.75,14.5,7.0,18.666666666666668,32.25,7.0,6.0,8.5,9.0,,10.0,19.0,14.733333333333333,46.73333333333333,28.466666666666665
418,311,Citric acid,77-92-9,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.12,1/10,38.0,26.0,25.866666666666667,6.0,20.0,22.5,38.333333333333336,38.42857142857143,47.875,25.0,33.0,26.857142857142858,25.5,18.666666666666668,35.0,20.0,24.428571428571427,17.75,7.666666666666667,15.77777777777778,27.433333333333334,51.73333333333333,33.9
419,6506,Triethyl citrate,77-93-0,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,276.28,"1/1,000",34.0,32.0,15.142857142857142,12.0,43.0,43.0,19.0,22.0,29.666666666666668,25.75,12.5,17.25,15.166666666666666,36.0,15.666666666666666,,32.0,3.5,24.5,26.166666666666668,20.38888888888889,46.16666666666666,26.444444444444443
419,6506,Triethyl citrate,77-93-0,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,276.28,1/10,23.6,4.5,18.916666666666668,16.0,17.0,11.8,18.75,35.166666666666664,20.53846153846154,14.428571428571429,20.1,26.666666666666668,15.75,27.55555555555556,14.3,12.5,13.75,13.0,32.4,33.421052631578945,31.275,41.075,41.425
420,6544,Isophorone,78-59-1,CC1=CC(=O)CC(C1)(C)C,138.21,"1/1,000",19.857142857142858,7.8,31.526315789473685,24.1,3.0,14.75,20.166666666666668,15.75,10.545454545454543,10.5,22.90909090909091,31.375,22.77777777777778,1.3333333333333333,34.8,33.25,27.142857142857142,24.5,25.785714285714285,19.125,60.12,51.54,50.16
420,6544,Isophorone,78-59-1,CC1=CC(=O)CC(C1)(C)C,138.21,"1/100,000",30.2,33.0,19.666666666666668,12.6,,15.0,34.6,15.0,25.714285714285715,13.0,15.8,26.571428571428573,22.0,12.5,29.2,15.0,25.0,9.8,10.625,22.77777777777778,21.5625,54.3125,40.40625
421,6549,Linalool,78-70-6,CC(=CCCC(C)(C=C)O)C,154.25,"1/1,000",31.466666666666665,30.83333333333333,37.63636363636363,31.142857142857142,21.5,39.0,31.2,21.125,31.25,26.0,22.33333333333333,27.642857142857142,22.0,16.0,26.75,5.0,19.0,15.75,36.72,30.6875,62.07843137254902,74.56862745098039,60.62745098039216
421,6549,Linalool,78-70-6,CC(=CCCC(C)(C=C)O)C,154.25,"1/100,000",31.90909090909091,13.0,37.391304347826086,26.07692307692308,,25.0,16.0,15.909090909090908,19.666666666666668,55.0,13.2,33.166666666666664,22.428571428571427,8.0,4.0,26.0,52.5,28.857142857142858,47.5,19.4,32.56410256410256,66.0,39.94871794871795
422,5355850,trans-Cinnamyl propionate,78761-38-3,CCC(=O)OCC=CC1=CC=CC=C1,190.24,"1/1,000",29.5,27.0,22.761904761904763,23.8,14.5,23.75,6.0,43.0,27.83333333333333,25.666666666666668,29.83333333333333,26.166666666666668,30.285714285714285,31.428571428571427,19.75,20.11111111111111,6.5,9.6,30.33333333333333,35.61538461538461,46.25581395348837,50.76744186046512,45.48837209302326
422,5355850,trans-Cinnamyl propionate,78761-38-3,CCC(=O)OCC=CC1=CC=CC=C1,190.24,"1/100,000",9.0,5.0,8.2,29.0,68.0,12.333333333333334,38.5,60.0,36.8,8.0,26.166666666666668,22.75,26.5,14.75,28.25,32.666666666666664,25.25,34.5,32.333333333333336,16.2,23.666666666666668,46.888888888888886,36.66666666666666
423,6560,2-methyl-1-propanol,78-83-1,CC(C)CO,74.12,"1/1,000",48.5,35.5,28.75,18.666666666666668,5.0,21.0,24.5,28.166666666666668,19.714285714285715,28.75,34.888888888888886,24.666666666666668,26.666666666666668,39.0,39.66666666666666,10.333333333333334,8.5,30.0,2.0,39.4,42.457142857142856,37.371428571428574,38.51428571428571
423,6560,2-methyl-1-propanol,78-83-1,CC(C)CO,74.12,"1/100,000",41.5,23.666666666666668,33.714285714285715,77.0,,22.0,14.75,34.5,52.6,3.8,28.25,20.5,26.7,12.0,5.5,12.0,23.0,3.0,42.0,34.55555555555556,23.4375,43.5,35.375
424,6561,Isobutyraldehyde,78-84-2,CC(C)C=O,72.11,"1/1,000",37.0,10.333333333333334,16.833333333333332,28.0,10.857142857142858,16.4,23.1,20.0,30.61904761904762,30.928571428571427,26.227272727272727,17.0,32.05,21.58333333333333,15.055555555555555,20.27777777777778,35.0,19.5,12.0,33.60606060606061,77.49090909090908,24.327272727272728,43.127272727272725
424,6561,Isobutyraldehyde,78-84-2,CC(C)C=O,72.11,"1/100,000",23.4,18.6,11.75,21.666666666666668,25.0,37.125,22.33333333333333,21.55555555555556,40.888888888888886,28.1,26.2,21.714285714285715,20.11764705882353,22.5,19.0,24.1,31.666666666666668,31.0,1.0,26.72222222222222,61.59574468085106,27.27659574468085,39.04255319148936
425,6569,2-butanone,78-93-3,CCC(=O)C,72.11,"1/1,000",29.6,29.33333333333333,26.444444444444443,26.0,13.0,19.2,29.0,31.285714285714285,33.25,23.375,20.545454545454547,19.0,20.666666666666668,38.142857142857146,23.0,15.25,31.25,26.0,5.6,33.8235294117647,33.023809523809526,43.333333333333336,34.92857142857143
425,6569,2-butanone,78-93-3,CCC(=O)C,72.11,"1/100,000",33.666666666666664,19.33333333333333,36.85714285714285,,23.0,86.0,,34.2,24.571428571428573,31.33333333333333,22.666666666666668,41.0,36.333333333333336,,2.0,36.0,42.5,27.0,2.0,38.8,19.43478260869565,49.56521739130435,27.43478260869565
426,1032,propionic acid,79-09-4,CCC(=O)O,74.08,"1/10,000,000",51.0,29.5,15.833333333333334,1.0,65.25,45.25,20.8,3.0,21.55555555555556,18.33333333333333,18.857142857142858,11.444444444444445,40.333333333333336,14.818181818181818,46.4,6.333333333333333,4.666666666666667,14.0,9.5,22.5,14.75,41.375,40.075
426,1032,propionic acid,79-09-4,CCC(=O)O,74.08,"1/100,000",41.833333333333336,74.0,19.0,26.6,29.5,38.4,29.6,35.75,39.25925925925926,22.0,15.583333333333334,31.25,25.59090909090909,25.916666666666668,15.571428571428571,14.0,11.875,7.8,17.142857142857142,36.625,36.45161290322581,39.11290322580645,36.30645161290322
427,6584,methyl acetate,79-20-9,CC(=O)OC,74.08,"1/1,000",30.0,23.666666666666668,11.666666666666666,1.6666666666666667,12.0,34.0,33.75,1.0,39.285714285714285,5.0,49.5,28.0,15.88888888888889,41.0,39.5,40.333333333333336,30.5,88.5,3.5,15.6,23.869565217391305,36.391304347826086,29.608695652173918
427,6584,methyl acetate,79-20-9,CC(=O)OC,74.08,1/10,18.2,5.0,27.0,17.0,9.0,20.714285714285715,28.83333333333333,25.857142857142858,35.8,23.25,37.625,30.4,44.7,43.6,28.63636363636364,26.5,11.166666666666666,2.0,4.0,35.67857142857143,66.19607843137256,26.90196078431373,57.1764705882353
428,6590,Isobutyric acid,79-31-2,CC(C)C(=O)O,88.11,"1/10,000,000",8.5,12.0,37.66666666666666,29.0,35.5,14.5,25.8,14.0,15.8,7.5,8.666666666666666,32.75,18.666666666666668,5.0,36.333333333333336,9.0,4.5,35.5,32.8,31.5,22.608695652173918,49.0,39.60869565217392
428,6590,Isobutyric acid,79-31-2,CC(C)C(=O)O,88.11,"1/100,000",44.5,20.33333333333333,41.285714285714285,38.2,28.0,20.0,24.875,24.5,40.833333333333336,23.666666666666668,22.285714285714285,28.55555555555556,40.642857142857146,41.15384615384615,26.285714285714285,22.285714285714285,36.333333333333336,,27.0,24.3,56.75555555555555,25.044444444444444,43.48888888888889
429,638014,beta-Ionone,79-77-6,CC1=C(C(CCC1)(C)C)C=CC(=O)C,192.3,"1/1,000",34.625,42.75,35.5,16.933333333333334,8.0,20.0,28.0,42.0,33.416666666666664,17.2,16.375,24.33333333333333,23.454545454545453,23.857142857142858,18.77777777777778,12.666666666666666,12.666666666666666,27.25,16.636363636363637,28.59090909090909,69.74509803921569,49.1764705882353,52.35294117647059
429,638014,beta-Ionone,79-77-6,CC1=C(C(CCC1)(C)C)C=CC(=O)C,192.3,"1/100,000",24.7,35.666666666666664,36.333333333333336,27.26315789473684,13.0,23.0,35.0,30.666666666666668,10.142857142857142,17.333333333333332,13.5,24.875,29.714285714285715,3.0,38.66666666666666,28.0,20.25,17.5,41.71428571428572,36.54545454545455,50.58139534883721,62.604651162790695,49.81395348837209
430,6658,Methyl methacrylate,80-62-6,CC(=C)C(=O)OC,100.12,"1/1,000",23.8,12.0,26.307692307692307,58.333333333333336,17.0,43.875,20.692307692307693,21.142857142857142,33.45454545454545,21.0,18.07692307692308,28.3,16.4375,17.666666666666668,20.83333333333333,13.0,24.5,10.285714285714286,43.833333333333336,37.73684210526316,55.04444444444445,39.31111111111111,45.71111111111111
430,6658,Methyl methacrylate,80-62-6,CC(=C)C(=O)OC,100.12,"1/100,000",,,14.8,19.33333333333333,42.5,63.0,38.6,26.33333333333333,28.166666666666668,40.16666666666666,31.0,29.0,22.8,33.2,18.0,4.5,53.5,12.666666666666666,29.5,22.5,15.076923076923077,47.42307692307692,37.03846153846154
431,6669,musk ketone,81-14-1,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,294.3,"1/1,000",26.0,3.0,30.16,22.285714285714285,12.0,10.0,24.22222222222222,26.0,27.2,16.0,22.444444444444443,29.125,29.5,19.0,29.6,4.0,16.2,15.0,25.608695652173918,28.41176470588235,49.265306122448976,63.08163265306123,50.18367346938776
431,6669,musk ketone,81-14-1,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,294.3,1/10,3.5,,26.296296296296298,6.285714285714286,,,25.444444444444443,30.6,27.8,1.3333333333333333,27.6,26.0,36.75,12.25,20.5,21.5,24.5,33.666666666666664,33.578947368421055,32.76923076923077,48.14893617021277,65.19148936170212,53.04255319148936
432,5362588,5-Methyl-2-hepten-4-one,81925-81-7,CCC(C)C(=O)C=CC,126.2,"1/10,000,000",38.0,20.25,29.04,21.307692307692307,1.0,30.0,31.0,11.0,21.75,15.166666666666666,13.0,29.375,23.875,18.83333333333333,28.666666666666668,1.0,21.33333333333333,7.333333333333333,21.454545454545453,9.25,26.0,64.69444444444444,40.77777777777778
432,5362588,5-Methyl-2-hepten-4-one,81925-81-7,CCC(C)C(=O)C=CC,126.2,"1/100,000",31.473684210526315,26.55555555555556,29.96296296296296,39.35714285714285,1.5,45.4,31.09090909090909,27.666666666666668,37.833333333333336,33.0,24.875,30.23076923076923,25.3,3.5,22.166666666666668,17.4,21.83333333333333,20.125,20.0,29.55555555555556,69.23636363636363,45.27272727272727,45.14545454545455
433,69963,5-Hexen-1-ol,821-41-0,C=CCCCCO,100.16,"1/1,000",21.88888888888889,10.6,28.2,30.428571428571427,18.75,19.0,18.25,34.666666666666664,29.25,32.714285714285715,21.0,25.3,21.90909090909091,14.333333333333334,16.25,9.25,14.125,34.7,23.933333333333334,40.3,62.19565217391305,48.02173913043478,43.71739130434783
433,69963,5-Hexen-1-ol,821-41-0,C=CCCCCO,100.16,"1/100,000",33.0,45.75,27.0,28.0,23.0,24.666666666666668,50.0,13.333333333333334,26.55555555555556,30.0,11.666666666666666,26.0,18.625,12.5,25.0,10.0,25.666666666666668,31.166666666666668,21.0,27.8,25.967741935483872,49.193548387096776,42.64516129032258
434,13187,2-Nonanone,821-55-6,CCCCCCCC(=O)C,142.24,"1/1,000",25.6875,24.666666666666668,35.0,33.23529411764706,6.666666666666667,1.0,22.0,34.2,26.428571428571427,8.75,31.90909090909091,20.666666666666668,9.833333333333334,6.25,28.83333333333333,12.5,21.2,11.5,31.466666666666665,24.63157894736842,58.04081632653061,60.3469387755102,52.30612244897959
